"device_twin_variable_history_id","device_twin_id","customer_id","device_twin_variable_id","name","category","type","kind","value","unit","meta","created_at","alias"
"00000000-64ed-ea89-99b0-55001f71b557","2246192a-0f9b-4758-b6c3-87e4e26206eb","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-a799-1bfe-38001fbbf718","Água Quente","consumption","water","hot","0.001","m³",NULL,"2023-08-29 12:54:33.756","auxiliary"
"00000000-64ed-ea89-99b0-55001f71b558","2246192a-0f9b-4758-b6c3-87e4e26206eb","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-a799-1bfe-38001fbbf719","Água Fria","consumption","water","cold","0.001","m³",NULL,"2023-08-29 12:54:33.763","auxiliary"
"00000000-64ed-ea89-99b0-55001f71b559","2246192a-0f9b-4758-b6c3-87e4e26206eb","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-a799-1bfe-38001fbbf71a","Água Medida","consumption","water","cold","0.002","m³",NULL,"2023-08-29 12:54:33.772","total"
"00000000-64ed-ea89-99b0-55001f71b55a","2246192a-0f9b-4758-b6c3-87e4e26206eb","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-a799-1bfe-38001fbbf71c","Bateria","hardware","battery","any","3.2","V",NULL,"2023-08-29 12:54:33.776","info"
"00000000-64ed-ef08-99b0-55001f71b569","f416e7cf-1d6e-4298-b0b8-b87109b7f390","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-faa3-99b0-55001f719ebc","Bateria","hardware","battery","any","3.2","V",NULL,"2023-08-29 13:13:44.76","info"
"00000000-64ed-ef08-99b0-55001f71b56a","f416e7cf-1d6e-4298-b0b8-b87109b7f390","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-faa3-99b0-55001f719ebb","Gás Medido","consumption","gas","any","20.08","m³",NULL,"2023-08-29 13:13:44.764","total"
"00000000-64ed-ef84-99b0-55001f71b56c","8a7209ff-a506-4ca0-9cd6-d4e7098bed95","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-a6c5-99b0-55001f719ccc","Gás Medido","consumption","gas","any","7.88","m³",NULL,"2023-08-29 13:15:48.435","total"
"00000000-64ed-ef84-99b0-55001f71b56d","8a7209ff-a506-4ca0-9cd6-d4e7098bed95","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-a6c5-99b0-55001f719ccd","Bateria","hardware","battery","any","3.2","V",NULL,"2023-08-29 13:15:48.445","info"
"00000000-64ed-f05a-1bfe-38001fbc23fa","93932849-f96c-43dd-a296-d3d7dc852b6b","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-ad63-1bfe-38001fbbf77e","Água Quente","consumption","water","hot","2.758","m³",NULL,"2023-08-29 13:19:22.548","auxiliary"
"00000000-64ed-f05a-1bfe-38001fbc23fb","93932849-f96c-43dd-a296-d3d7dc852b6b","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-ad63-1bfe-38001fbbf77f","Água Fria","consumption","water","cold","1.766","m³",NULL,"2023-08-29 13:19:22.561","auxiliary"
"00000000-64ed-f05a-1bfe-38001fbc23fc","93932849-f96c-43dd-a296-d3d7dc852b6b","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-ad63-1bfe-38001fbbf781","Água Medida","consumption","water","cold","4.524","m³",NULL,"2023-08-29 13:19:22.568","total"
"00000000-64ed-f05a-1bfe-38001fbc23fd","93932849-f96c-43dd-a296-d3d7dc852b6b","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-ad63-1bfe-38001fbbf782","Bateria","hardware","battery","any","3.2","V",NULL,"2023-08-29 13:19:22.576","info"
"00000000-64ed-f4b8-99b0-55001f71b59a","6a555af8-e407-4fcc-b7b8-96624e6faac7","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e8-0623-99b0-55001f718cda","Água Quente","consumption","water","hot","3.661","m³",NULL,"2023-08-29 13:38:00.289","auxiliary"
"00000000-64ed-f4b8-99b0-55001f71b59b","6a555af8-e407-4fcc-b7b8-96624e6faac7","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e8-0623-99b0-55001f718cdb","Água Fria","consumption","water","cold","1.688","m³",NULL,"2023-08-29 13:38:00.299","auxiliary"
"00000000-64ed-f4b8-99b0-55001f71b59c","6a555af8-e407-4fcc-b7b8-96624e6faac7","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e8-0623-99b0-55001f718cdd","Água Medida","consumption","water","cold","5.349","m³",NULL,"2023-08-29 13:38:00.307","total"
"00000000-64ed-f4b8-99b0-55001f71b59d","6a555af8-e407-4fcc-b7b8-96624e6faac7","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e8-0623-99b0-55001f718cde","Bateria","hardware","battery","any","3.2","V",NULL,"2023-08-29 13:38:00.314","info"
"00000000-64ed-f6ad-99b0-55001f71b5bc","bc44c05f-f76f-4b54-bda7-0e8002313c5b","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-b3b5-1bfe-38001fbbf7e2","Água Quente","consumption","water","hot","1.628","m³",NULL,"2023-08-29 13:46:21.132","auxiliary"
"00000000-64ed-f6ad-99b0-55001f71b5bd","bc44c05f-f76f-4b54-bda7-0e8002313c5b","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-b3b5-1bfe-38001fbbf7e3","Água Fria","consumption","water","cold","0.001","m³",NULL,"2023-08-29 13:46:21.142","auxiliary"
"00000000-64ed-f6ad-99b0-55001f71b5be","bc44c05f-f76f-4b54-bda7-0e8002313c5b","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-b3b5-1bfe-38001fbbf7e4","Água Medida","consumption","water","cold","1.629","m³",NULL,"2023-08-29 13:46:21.15","total"
"00000000-64ed-f6ad-99b0-55001f71b5bf","bc44c05f-f76f-4b54-bda7-0e8002313c5b","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-b3b5-1bfe-38001fbbf7e6","Bateria","hardware","battery","any","3.2","V",NULL,"2023-08-29 13:46:21.158","info"
"00000000-64ed-f8dd-1bfe-38001fbc2431","5084af2e-34c7-4d72-b515-870827dbe5ba","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64ea-046f-99b0-55001f719f34","Gás Medido","consumption","gas","any","3.76","m³",NULL,"2023-08-29 13:55:41.992","total"
"00000000-64ed-f8dd-1bfe-38001fbc2432","5084af2e-34c7-4d72-b515-870827dbe5ba","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64ea-046f-99b0-55001f719f35","Bateria","hardware","battery","any","3.2","V",NULL,"2023-08-29 13:55:41.997","info"
"00000000-64ed-f904-1bfe-38001fbc2434","79afef86-3c9f-4229-bfbb-01e899670139","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-b043-1bfe-38001fbc09e4","Gás Medido","consumption","gas","any","21.78","m³",NULL,"2023-08-29 13:56:20.653","total"
"00000000-64ed-f904-1bfe-38001fbc2435","79afef86-3c9f-4229-bfbb-01e899670139","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-b043-1bfe-38001fbc09e5","Bateria","hardware","battery","any","3.2","V",NULL,"2023-08-29 13:56:20.665","info"
"00000000-64ed-fa90-1bfe-38001fbc243c","04e78acc-a0b4-4d16-8581-9704e4c9dc0b","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-5d70-99b0-55001f719ad0","Gás Medido","consumption","gas","any","0.01","m³",NULL,"2023-08-29 14:02:56.496","total"
"00000000-64ed-fa90-1bfe-38001fbc243d","04e78acc-a0b4-4d16-8581-9704e4c9dc0b","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-5d70-99b0-55001f719ad1","Bateria","hardware","battery","any","3.2","V",NULL,"2023-08-29 14:02:56.502","info"
"00000000-64ed-fc26-1bfe-38001fbc2451","cdec2378-91ee-4101-8b55-25957aafc726","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64ea-07c6-1bfe-38001fbc0ca1","Gás Medido","consumption","gas","any","17.05","m³",NULL,"2023-08-29 14:09:42.926","total"
"00000000-64ed-fc26-1bfe-38001fbc2452","cdec2378-91ee-4101-8b55-25957aafc726","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64ea-07c6-1bfe-38001fbc0ca2","Bateria","hardware","battery","any","3.2","V",NULL,"2023-08-29 14:09:42.933","info"
"00000000-64ed-ff93-99b0-55001f71b5eb","c82c4794-2fe5-4ad6-8719-ec19047e5e17","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-bca1-99b0-55001f718a10","Água Quente","consumption","water","hot","1.51","m³",NULL,"2023-08-29 14:24:19.42","auxiliary"
"00000000-64ed-ff93-99b0-55001f71b5ec","c82c4794-2fe5-4ad6-8719-ec19047e5e17","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-bca1-99b0-55001f718a11","Água Fria","consumption","water","cold","0.904","m³",NULL,"2023-08-29 14:24:19.433","auxiliary"
"00000000-64ed-ff93-99b0-55001f71b5ed","c82c4794-2fe5-4ad6-8719-ec19047e5e17","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-bca1-99b0-55001f718a13","Água Medida","consumption","water","cold","2.414","m³",NULL,"2023-08-29 14:24:19.441","total"
"00000000-64ed-ff93-99b0-55001f71b5ee","c82c4794-2fe5-4ad6-8719-ec19047e5e17","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-bca1-99b0-55001f718a14","Bateria","hardware","battery","any","3.2","V",NULL,"2023-08-29 14:24:19.448","info"
"00000000-64ee-001e-99b0-55001f71b5f0","cea287e3-a8b3-4ace-8126-674d13793e0b","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64ea-0bba-1bfe-38001fbc0cc7","Gás Medido","consumption","gas","any","0.02","m³",NULL,"2023-08-29 14:26:38.596","total"
"00000000-64ee-001e-99b0-55001f71b5f1","cea287e3-a8b3-4ace-8126-674d13793e0b","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64ea-0bba-1bfe-38001fbc0cc8","Bateria","hardware","battery","any","3.2","V",NULL,"2023-08-29 14:26:38.601","info"
"00000000-64ee-051c-99b0-55001f71b623","cfd26bf8-b703-4e5e-b994-842042cfa7b1","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-c229-99b0-55001f718a62","Água Quente","consumption","water","hot","0.537","m³",NULL,"2023-08-29 14:47:56.09","auxiliary"
"00000000-64ee-051c-99b0-55001f71b624","cfd26bf8-b703-4e5e-b994-842042cfa7b1","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-c229-99b0-55001f718a63","Água Fria","consumption","water","cold","0.001","m³",NULL,"2023-08-29 14:47:56.102","auxiliary"
"00000000-64ee-051c-99b0-55001f71b625","cfd26bf8-b703-4e5e-b994-842042cfa7b1","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-c229-99b0-55001f718a64","Água Medida","consumption","water","cold","0.538","m³",NULL,"2023-08-29 14:47:56.107","total"
"00000000-64ee-051c-99b0-55001f71b626","cfd26bf8-b703-4e5e-b994-842042cfa7b1","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-c229-99b0-55001f718a66","Bateria","hardware","battery","any","3.2","V",NULL,"2023-08-29 14:47:56.115","info"
"00000000-64ee-0e47-1bfe-38001fbc2503","86bcd9a1-f7bc-4aec-bd0e-de831e78c3e0","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-712c-1bfe-38001fbc0861","Gás Medido","consumption","gas","any","3.72","m³",NULL,"2023-08-29 15:27:03.131","total"
"00000000-64ee-0e47-1bfe-38001fbc2504","86bcd9a1-f7bc-4aec-bd0e-de831e78c3e0","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-712c-1bfe-38001fbc0862","Bateria","hardware","battery","any","3.2","V",NULL,"2023-08-29 15:27:03.14","info"
"00000000-64ee-119a-1bfe-38001fbc2530","8d683277-aa55-4303-b60d-9bbb7e7f6471","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e8-7762-99b0-55001f718fed","Água Quente","consumption","water","hot","2.777","m³",NULL,"2023-08-29 15:41:14.007","auxiliary"
"00000000-64ee-119a-1bfe-38001fbc2531","8d683277-aa55-4303-b60d-9bbb7e7f6471","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e8-7762-99b0-55001f718fee","Água Fria","consumption","water","cold","0.846","m³",NULL,"2023-08-29 15:41:14.021","auxiliary"
"00000000-64ee-119a-1bfe-38001fbc2532","8d683277-aa55-4303-b60d-9bbb7e7f6471","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e8-7762-99b0-55001f718fef","Água Medida","consumption","water","cold","3.623","m³",NULL,"2023-08-29 15:41:14.025","total"
"00000000-64ee-119a-1bfe-38001fbc2533","8d683277-aa55-4303-b60d-9bbb7e7f6471","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e8-7762-99b0-55001f718ff1","Bateria","hardware","battery","any","3.2","V",NULL,"2023-08-29 15:41:14.031","info"
"00000000-64ee-1225-1bfe-38001fbc2535","e798297d-8c81-429f-b696-78fad2ba67a2","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-750b-1bfe-38001fbc0888","Gás Medido","consumption","gas","any","0.01","m³",NULL,"2023-08-29 15:43:33.884","total"
"00000000-64ee-1225-1bfe-38001fbc2536","e798297d-8c81-429f-b696-78fad2ba67a2","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-750b-1bfe-38001fbc0889","Bateria","hardware","battery","any","3.2","V",NULL,"2023-08-29 15:43:33.896","info"
"00000000-64ee-1253-99b0-55001f71b677","ff4a1a83-748b-41ab-b830-1ff6b31a528a","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-cf57-99b0-55001f718b19","Água Quente","consumption","water","hot","5.389","m³",NULL,"2023-08-29 15:44:19.692","auxiliary"
"00000000-64ee-1253-99b0-55001f71b678","ff4a1a83-748b-41ab-b830-1ff6b31a528a","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-cf57-99b0-55001f718b1a","Água Fria","consumption","water","cold","5.593","m³",NULL,"2023-08-29 15:44:19.705","auxiliary"
"00000000-64ee-1253-99b0-55001f71b679","ff4a1a83-748b-41ab-b830-1ff6b31a528a","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-cf57-99b0-55001f718b1c","Água Medida","consumption","water","cold","10.982","m³",NULL,"2023-08-29 15:44:19.711","total"
"00000000-64ee-1253-99b0-55001f71b67a","ff4a1a83-748b-41ab-b830-1ff6b31a528a","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-cf57-99b0-55001f718b1d","Bateria","hardware","battery","any","3.2","V",NULL,"2023-08-29 15:44:19.717","info"
"00000000-64ee-129a-1bfe-38001fbc2547","f394187d-84bf-40d0-8b90-7cecf4ac65f9","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-7579-99b0-55001f719bc4","Gás Medido","consumption","gas","any","2.8","m³",NULL,"2023-08-29 15:45:30.989","total"
"00000000-64ee-129b-1bfe-38001fbc2548","f394187d-84bf-40d0-8b90-7cecf4ac65f9","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-7579-99b0-55001f719bc5","Bateria","hardware","battery","any","3.2","V",NULL,"2023-08-29 15:45:31.008","info"
"00000000-64ee-12b2-1bfe-38001fbc254a","9ba79a46-63ec-4bbb-a3be-79c82d8338f3","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-cfc0-99b0-55001f718b22","Água Quente","consumption","water","hot","6.787","m³",NULL,"2023-08-29 15:45:54.673","auxiliary"
"00000000-64ee-12b2-1bfe-38001fbc254b","9ba79a46-63ec-4bbb-a3be-79c82d8338f3","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-cfc0-99b0-55001f718b23","Água Fria","consumption","water","cold","6.114","m³",NULL,"2023-08-29 15:45:54.686","auxiliary"
"00000000-64ee-12b2-1bfe-38001fbc254c","9ba79a46-63ec-4bbb-a3be-79c82d8338f3","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-cfc0-99b0-55001f718b24","Água Medida","consumption","water","cold","12.901","m³",NULL,"2023-08-29 15:45:54.694","total"
"00000000-64ee-12b2-1bfe-38001fbc254d","9ba79a46-63ec-4bbb-a3be-79c82d8338f3","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-cfc0-99b0-55001f718b26","Bateria","hardware","battery","any","3.2","V",NULL,"2023-08-29 15:45:54.699","info"
"00000000-64ee-12df-99b0-55001f71b686","975d0500-254b-4706-9492-6fba954efb50","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-cfee-1bfe-38001fbbf973","Água Quente","consumption","water","hot","0.731","m³",NULL,"2023-08-29 15:46:39.64","auxiliary"
"00000000-64ee-12df-99b0-55001f71b687","975d0500-254b-4706-9492-6fba954efb50","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-cfee-1bfe-38001fbbf974","Água Fria","consumption","water","cold","0.113","m³",NULL,"2023-08-29 15:46:39.652","auxiliary"
"00000000-64ee-12df-99b0-55001f71b688","975d0500-254b-4706-9492-6fba954efb50","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-cfee-1bfe-38001fbbf976","Água Medida","consumption","water","cold","0.844","m³",NULL,"2023-08-29 15:46:39.661","total"
"00000000-64ee-12df-99b0-55001f71b689","975d0500-254b-4706-9492-6fba954efb50","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-cfee-1bfe-38001fbbf977","Bateria","hardware","battery","any","3.2","V",NULL,"2023-08-29 15:46:39.666","info"
"00000000-64ee-12f9-99b0-55001f71b68b","94e14198-a9e2-410e-9909-227c30d9cf71","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-ca38-1bfe-38001fbc0a81","Gás Medido","consumption","gas","any","9.7","m³",NULL,"2023-08-29 15:47:05.014","total"
"00000000-64ee-12f9-99b0-55001f71b68c","94e14198-a9e2-410e-9909-227c30d9cf71","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-ca38-1bfe-38001fbc0a82","Bateria","hardware","battery","any","3.2","V",NULL,"2023-08-29 15:47:05.028","info"
"00000000-64ee-133b-99b0-55001f71b68e","b7c77e4d-1eb3-4dd4-8987-03a25d211958","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-7617-99b0-55001f719bd3","Gás Medido","consumption","gas","any","5.82","m³",NULL,"2023-08-29 15:48:11.291","total"
"00000000-64ee-133b-99b0-55001f71b68f","b7c77e4d-1eb3-4dd4-8987-03a25d211958","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-7617-99b0-55001f719bd4","Bateria","hardware","battery","any","3.2","V",NULL,"2023-08-29 15:48:11.301","info"
"00000000-64ee-1346-1bfe-38001fbc2554","9485d33d-7f0b-448d-bd06-f8a143f3fc5e","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-d054-99b0-55001f718b3a","Água Quente","consumption","water","hot","1.911","m³",NULL,"2023-08-29 15:48:22.913","auxiliary"
"00000000-64ee-1346-1bfe-38001fbc2555","9485d33d-7f0b-448d-bd06-f8a143f3fc5e","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-d054-99b0-55001f718b3b","Água Fria","consumption","water","cold","0.918","m³",NULL,"2023-08-29 15:48:22.922","auxiliary"
"00000000-64ee-1346-1bfe-38001fbc2556","9485d33d-7f0b-448d-bd06-f8a143f3fc5e","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-d054-99b0-55001f718b3c","Água Medida","consumption","water","cold","2.829","m³",NULL,"2023-08-29 15:48:22.93","total"
"00000000-64ee-1346-1bfe-38001fbc2557","9485d33d-7f0b-448d-bd06-f8a143f3fc5e","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-d054-99b0-55001f718b3e","Bateria","hardware","battery","any","3.2","V",NULL,"2023-08-29 15:48:22.935","info"
"00000000-64ee-1361-1bfe-38001fbc255e","d0213e5d-2b4f-4b9e-af22-50f5bd97ab33","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-d06f-1bfe-38001fbbf981","Água Quente","consumption","water","hot","4.275","m³",NULL,"2023-08-29 15:48:49.586","auxiliary"
"00000000-64ee-1361-1bfe-38001fbc255f","d0213e5d-2b4f-4b9e-af22-50f5bd97ab33","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-d06f-1bfe-38001fbbf982","Água Fria","consumption","water","cold","2.948","m³",NULL,"2023-08-29 15:48:49.596","auxiliary"
"00000000-64ee-1361-1bfe-38001fbc2560","d0213e5d-2b4f-4b9e-af22-50f5bd97ab33","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-d06f-1bfe-38001fbbf983","Água Medida","consumption","water","cold","7.223","m³",NULL,"2023-08-29 15:48:49.603","total"
"00000000-64ee-1361-1bfe-38001fbc2561","d0213e5d-2b4f-4b9e-af22-50f5bd97ab33","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-d06f-1bfe-38001fbbf985","Bateria","hardware","battery","any","3.2","V",NULL,"2023-08-29 15:48:49.609","info"
"00000000-64ee-136e-99b0-55001f71b695","595dde7b-bc20-4c2c-b6ec-11dd420944a6","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-7651-1bfe-38001fbc08ab","Gás Medido","consumption","gas","any","7.32","m³",NULL,"2023-08-29 15:49:02.877","total"
"00000000-64ee-136e-99b0-55001f71b696","595dde7b-bc20-4c2c-b6ec-11dd420944a6","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-7651-1bfe-38001fbc08ac","Bateria","hardware","battery","any","3.2","V",NULL,"2023-08-29 15:49:02.885","info"
"00000000-64ee-140f-99b0-55001f71b69d","701e9184-e1b7-49fc-a820-91f483c08882","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-d11d-1bfe-38001fbbf98a","Água Quente","consumption","water","hot","0.003","m³",NULL,"2023-08-29 15:51:43.974","auxiliary"
"00000000-64ee-140f-99b0-55001f71b69e","701e9184-e1b7-49fc-a820-91f483c08882","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-d11d-1bfe-38001fbbf98b","Água Fria","consumption","water","cold","5.364","m³",NULL,"2023-08-29 15:51:43.983","auxiliary"
"00000000-64ee-140f-99b0-55001f71b69f","701e9184-e1b7-49fc-a820-91f483c08882","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-d11d-1bfe-38001fbbf98c","Água Medida","consumption","water","cold","5.367","m³",NULL,"2023-08-29 15:51:43.992","total"
"00000000-64ee-1410-99b0-55001f71b6a0","701e9184-e1b7-49fc-a820-91f483c08882","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-d11d-1bfe-38001fbbf98e","Bateria","hardware","battery","any","3.2","V",NULL,"2023-08-29 15:51:44","info"
"00000000-64ee-1453-99b0-55001f71b6a7","44760c52-13c9-4231-b4f8-4391469f1506","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64ea-35c0-94a4-0f01e78d76c2","Gás Medido","consumption","gas","any","0.02","m³",NULL,"2023-08-29 15:52:51.884","total"
"00000000-64ee-1453-99b0-55001f71b6a8","44760c52-13c9-4231-b4f8-4391469f1506","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64ea-35c0-94a4-0f01e78d76c3","Bateria","hardware","battery","any","3.2","V",NULL,"2023-08-29 15:52:51.891","info"
"00000000-64ee-2cac-1bfe-38001fbc2615","9fa75076-f3c4-4593-80d3-0879bb03cde9","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-9556-1bfe-38001fbbf5f6","Água Quente","consumption","water","hot","2.791","m³",NULL,"2023-08-29 17:36:44.929","auxiliary"
"00000000-64ee-2cac-1bfe-38001fbc2616","9fa75076-f3c4-4593-80d3-0879bb03cde9","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-9556-1bfe-38001fbbf5f7","Água Fria","consumption","water","cold","2.921","m³",NULL,"2023-08-29 17:36:44.94","auxiliary"
"00000000-64ee-2cac-1bfe-38001fbc2617","9fa75076-f3c4-4593-80d3-0879bb03cde9","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-9556-1bfe-38001fbbf5f8","Água Medida","consumption","water","cold","5.712","m³",NULL,"2023-08-29 17:36:44.947","total"
"00000000-64ee-2cac-1bfe-38001fbc2618","9fa75076-f3c4-4593-80d3-0879bb03cde9","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-9556-1bfe-38001fbbf5fa","Bateria","hardware","battery","any","3.2","V",NULL,"2023-08-29 17:36:44.952","info"
"00000000-64ee-32f5-1bfe-38001fbc2626","55e7445d-502b-4eb2-95ab-6307625bf413","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-95d4-1bfe-38001fbc0926","Gás Medido","consumption","gas","any","15.04","m³",NULL,"2023-08-29 18:03:33.955","total"
"00000000-64ee-32f5-1bfe-38001fbc2627","55e7445d-502b-4eb2-95ab-6307625bf413","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e9-95d4-1bfe-38001fbc0927","Bateria","hardware","battery","any","3.2","V",NULL,"2023-08-29 18:03:33.959","info"
"00000000-64ee-34bd-1bfe-38001fbc262f","d5ca4e6a-db51-4eb4-a040-fd35aa392820","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-9d64-1bfe-38001fbbf662","Água Quente","consumption","water","hot","0.007","m³",NULL,"2023-08-29 18:11:09.604","auxiliary"
"00000000-64ee-34bd-1bfe-38001fbc2630","d5ca4e6a-db51-4eb4-a040-fd35aa392820","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-9d64-1bfe-38001fbbf663","Água Fria","consumption","water","cold","2.02","m³",NULL,"2023-08-29 18:11:09.614","auxiliary"
"00000000-64ee-34bd-1bfe-38001fbc2631","d5ca4e6a-db51-4eb4-a040-fd35aa392820","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-9d64-1bfe-38001fbbf665","Água Medida","consumption","water","cold","2.027","m³",NULL,"2023-08-29 18:11:09.62","total"
"00000000-64ee-34bd-1bfe-38001fbc2632","d5ca4e6a-db51-4eb4-a040-fd35aa392820","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-9d64-1bfe-38001fbbf666","Bateria","hardware","battery","any","3.2","V",NULL,"2023-08-29 18:11:09.626","info"
"00000000-64ee-35ac-99b0-55001f71b73f","ed33d4cc-3f74-4281-a44b-b1e01f403a8b","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-9e52-99b0-55001f71885d","Água Quente","consumption","water","hot","0.025","m³",NULL,"2023-08-29 18:15:08.604","auxiliary"
"00000000-64ee-35ac-99b0-55001f71b740","ed33d4cc-3f74-4281-a44b-b1e01f403a8b","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-9e52-99b0-55001f71885e","Água Fria","consumption","water","cold","0.001","m³",NULL,"2023-08-29 18:15:08.616","auxiliary"
"00000000-64ee-35ac-99b0-55001f71b741","ed33d4cc-3f74-4281-a44b-b1e01f403a8b","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-9e52-99b0-55001f718860","Água Medida","consumption","water","cold","0.026","m³",NULL,"2023-08-29 18:15:08.621","total"
"00000000-64ee-35ac-99b0-55001f71b742","ed33d4cc-3f74-4281-a44b-b1e01f403a8b","00000000-6360-4bbb-f78c-b5001f9e006c","00000000-64e7-9e52-99b0-55001f718862","Bateria","hardware","battery","any","3.2","V",NULL,"2023-08-29 18:15:08.626","info"
